label	sentence_A_ja	sentence_B_ja	source_sentence_en
1	彼 は 共和党 に 参加 し まし た 。	彼 は 共和党 に 加わっ た 。	He joined the Republican Party .
1	彼 は 共和党 の メンバー でし た 。	彼 は 共和党 の 一員 だっ た 。	He was a member of the Republican Party .
1	彼 は 共和党 の 支持 者 でし た 。	彼 は 共和党 の 支持 者 だっ た 。	He was a supporter of the Republican Party .
1	彼 は 多く の 組織 の メンバー でし た 。	彼 は 多く の 組織 の 一員 でし た 。	He was a member of many organizations .
1	彼 は また 、 女優 の ジンジャー ・ リン ・ アレン と の 関係 を 持っ て い まし た 。	彼 は 女優 の ジンジャー ・ リン ・ アレン と の 関係 も 持っ て い まし た 。	He also had a relationship with actress Ginger Lynn Allen .
1	彼 は 彼 の 研究 を 完了 する ため に ベルリン に 戻り まし た 。	彼 は 彼 の 研究 を 完了 する ため に ベルリン に 戻っ た 。	He returned to Berlin to complete his studies .
1	彼 は 日曜日 に 働く こと を 拒否 し まし た 。	彼 は 日曜日 に 仕事 を 拒ん だ 。	He refused to work on Sundays .
1	彼 は 最初 の ソ連 の コンピュータ の 開発 に 携わっ て い まし た 。	彼 は 最初 の ソ連 の コンピュータ の 開発 に 携わっ て い た 。	He was involved in the development of the first Soviet computers .
1	彼 が 最初 でし た 。	彼 は 最初 の 人 だっ た 。	He was the first .
1	彼 は イースト・アングリア 大学 の 卒業生 です 。	彼 は 東 アングリア 大学 を 卒業 し て い ます 。	He is a graduate of the University of East Anglia .
1	彼 は 原子核 物理 学 の 父 として 知ら れ て い ます 。	彼 は 核 物理 の 父 として 知ら れ て い ます 。	He is known as the father of nuclear physics .
1	彼 は また 、 熱心 な テニス プレーヤー です 。	彼 は 熱心 な テニス 選手 で も あり ます 。	He is also an avid tennis player .
0	彼 は 禅 仏教 の 実践 者 と なり まし た 。	彼 は 禅宗 の 開業医 と なっ た 。	He became a practitioner of Zen Buddhism .
1	彼 は 自由党 の 大統領 に 選出 さ れ まし た 。	彼 は 自由党 の 大統領 に 選出 さ れ た 。	He was elected president of the Liberal Party .
1	彼 は 近代 絵画 の 基礎 でし た 。	彼 は 近代 絵画 の 基盤 でし た 。	He was the foundation of modern painting .
1	彼 が 選択 さ れ ませ ん でし た 。	彼 は 選ば れ なかっ た 。	He was not selected .
1	彼 は 高校 の ジャズバンド で 演奏 し まし た 。	彼 は 高校 の ジャズバンド で 演奏 し た 。	He played in a high school jazz band .
1	彼 は 鳥 の 保護 の ため の 王立 協会 の 創立 メンバー でし た 。	彼 は 鳥 の 保護 の ため の 王立 協会 の 創立 メンバー で あっ た 。	He was a founding member of the Royal Society for the Protection of Birds .
1	彼ら の 主 な 目標 は 、 総合 的 な 犯罪 歴 を 提示 する こと です 。	彼ら の 第 一 の 目標 は 包括 的 な 犯罪 歴 を 提示 する こと です 。	Their primary goal is to present a comprehensive criminal history .
1	彼ら は 1965 年 に 結婚 し 、 1981 年 に 離婚 し まし た 。	彼ら は 1965 年 に 結婚 し 、 1981 年 に 離婚 し た 。	They married in 1965 and divorced in 1981 .
1	彼ら は 1981 年 に 結婚 し 、 1984 年 に 離婚 し まし た 。	彼ら は 1981 年 に 結婚 し 、 1984 年 に 離婚 し た 。	They married in 1981 and divorced in 1984 .
1	彼ら は 1989 年 に 結婚 し 、 1994 年 に 離婚 し まし た 。	彼ら は 1989 年 に 結婚 し 、 1994 年 に 離婚 し た 。	They married in 1989 and divorced in 1994 .
1	彼ら は 2001 年 の 夏 に 解散 し まし た 。	彼ら は 2001 年 の 夏 に 解散 し た 。	They broke up in the summer of 2001 .
1	彼ら は ツアー の 最後 に 離婚 し まし た 。	彼ら は ツアー の 最後 に 離婚 し た 。	They divorced at the end of the tour .
1	これら は 、 ホーチミン によって 導か れ まし た 。	彼ら は ホーチミン が 率い た 。	They were led by Ho Chi Minh .
0	彼ら は 、 次 の とおり です 。	彼ら は 以下 を 含む ：	They include :
1	これら は 、 合成 皮革 など の 代替 材料 の 使用 を 奨励 し ます 。	彼ら は 合成 皮革 の よう な 代替 材料 の 使用 を 奨励 し て い ます 。	They encourage the use of alternative materials such as synthetic leathers .
1	彼ら は 、 地方自治体 の ステータス を 持っ て い ませ ん 。	彼ら は 地方自治体 の 地位 を 持っ て い ない 。	They do not have the status of local authority .
1	彼ら は 販売 し て い ませ ん でし た 。	彼ら は 売ら なかっ た 。	They did not sell .
1	彼ら は 後 に メキシコ 湾 で 救出 さ れ まし た 。	彼ら は 後で メキシコ 湾 で 救助 さ れ た 。	They were later rescued in the Gulf of Mexico .
1	それら は 以下 の 通り 分類 さ れ ます 。	彼ら は 次 の よう に 分かれ て い ます ：	They are divided as follows :
1	彼ら は 米国 に 来 て 、 オハイオ 州 に 定住 し まし た 。	彼ら は 米国 に 来 て 、 オハイオ に 定住 し まし た 。	They came to the United States and settled in Ohio .
1	彼ら は 、 その 鋭い 歯 と 強力 な 顎 の ため に 知ら れ て い ます 。	彼ら は 鋭い 歯 と 強力 な 顎 で 知ら れ て い ます 。	They are known for their sharp teeth and powerful jaws .
1	彼女 の 母親 は 戦争 で 4 人 の 兄弟 を 失い まし た 。	彼女 の 母親 は 戦争 で 4 人 の 兄弟 を 失っ た 。	Her mother lost four brothers in the war .
1	彼女 の 父 は エンジニア で あり 、 彼女 の 母 は 教師 です 。	彼女 の 父親 は エンジニア で あり 、 彼女 の 母親 は 先生 です 。	Her father is an engineer and her mother is a teacher .
1	彼女 の 父 は 建設 労働 者 で あり 、 彼女 の 母親 は 秘書 です 。	彼女 の 父親 は 建設 労働 者 で 、 彼女 の 母親 は 秘書 です 。	Her father is a construction worker and her mother is a secretary .
1	彼女 は 14 歳 で 演技 を 始め まし た 。	彼女 は 14 歳 で 演技 を 始め た 。	She began acting at the age of 14 .
1	彼女 は 19 歳 の 時 に ロサンゼルス に 移動 し まし た 。	彼女 は 19 歳 で ロサンゼルス に 移り まし た 。	She moved to Los Angeles at the age of 19 .
1	彼女 は 1921 年 以来 、 オクラホマ 州 から 連邦 議会 に 選出 さ れ た 最初 の 女性 です 。	彼女 は 1921 年 以来 オクラホマ 州 から 議会 に 選出 さ れ た 最初 の 女性 です 。	She is the first woman elected to Congress from Oklahoma since 1921 .
1	彼女 は 1950 年代 レズビアン として 出 て き まし た 。	彼女 は 1950 年代 に レズビアン として 出 て き まし た 。	She came out as a lesbian in the 1950s .
1	彼女 は 1979 年 に 26 歳 で 癌 で 死亡 し まし た 。	彼女 は 1979 年 に 26 歳 で 癌 で 亡くなり まし た 。	She died of cancer at the age of 26 in 1979 .
1	彼女 は 1987 年 から 1998 年 まで 弁護士 として 働い て い まし た 。	彼女 は 1987 年 から 1998 年 まで 弁護士 として 働い た 。	She worked as a lawyer from 1987 to 1998 .
1	彼女 は 女優 に なる ため に 1995 年 に グループ を 去り まし た 。	彼女 は 1995 年 に 女優 に なる ため に グループ を 去っ た 。	She left the group in 1995 to become an actress .
1	彼女 は アンカラ で 生まれ 育ち まし た 。	彼女 は アンカラ で 生まれ 育っ た 。	She was born and raised in Ankara .
1	彼女 は シラキュース の 初 の 女性 市長 です 。	彼女 は シラキュース の 最初 の 女性 市長 です 。	She is the first female mayor of Syracuse .
1	彼女 は すぐ に ブロードウェイ で ダンサー として 働き 始め まし た 。	彼女 は すぐ に ブロードウェイ で ダンサー として 働き 始め た 。	She soon began working as a dancer on Broadway .
0	彼女 は スペイン 語 圏 全体 で 雑誌 や 新聞 に 数 百 も の 記事 を 発表 し まし た 。	彼女 は スペイン 語 圏 の 世界 全体 で 雑誌 や 新聞 に 数 百 点 の 記事 を 掲載 し まし た 。	She published hundreds of articles in magazines and newspapers throughout the Spanish-speaking world .
1	彼女 は バンド の 最年少 メンバー です 。	彼女 は バンド の 一番 若い メンバー です 。	She is the youngest member of the band .
1	彼女 は フォートピアス に 移動 し まし た 。	彼女 は フォートピアス に 移っ た 。	She moved to Fort Pierce .
1	彼女 は また 、 スウェーデン の 経済 学 の 初 の 女性 教授 でし た 。	彼女 は また スウェーデン の 経済 学 の 最初 の 女性 教授 でし た 。	She was also the first female professor of economics in Sweden .
1	彼女 は 上院 を 主宰 する 最初 の 女性 でし た 。	彼女 は 上院 議長 を 務める 最初 の 女性 だっ た 。	She was the first woman to preside over the Senate .
1	彼女 は 、 交換 留学生 として ニューヨーク に 行き 、 マンハッタン の 親戚 と 一緒 に 住ん で い まし た 。	彼女 は 交換 留学生 として ニューヨーク に 行き 、 マンハッタン の 親戚 と 一緒 に 暮らし まし た 。	She went to New York as an exchange student and lived with relatives in Manhattan .
0	彼女 は 売春 と 人身 売買 に関する 多数 の 記事 を 公開 し て い ます 。	彼女 は 売春 と 性的 人身 売買 に関する 多数 の 記事 を 発表 し て いる 。	She has published numerous articles on prostitution and sex trafficking .
1	彼女 は 後 に 高校 の 英語 教師 として 働い て い まし た 。	彼女 は 後 に 高校 の 英語 教師 として 働い た 。	She later worked as a high school English teacher .
1	彼女 は また 、 歌手 です 。	彼女 は 歌手 で も ある 。	She is also a singer .
0	彼女 は 絵 の よう に 美しい 山 の 村 で 育ち まし た 。	彼女 は 美しい 山 の 村 で 育っ た 。	She grew up in a picturesque mountain village .
1	心配 する こと は 何 も あり ませ ん 。	心配 する こと は あり ませ ん 。	There is nothing to worry .
1	戦争 が 次 の 日 に 終了 し まし た 。	戦争 は 翌日 終わっ た 。	The war ended the following day .
1	政府 が 敗北 を 避ける ため に 譲歩 を 余儀なく さ れ まし た 。	政府 は 敗北 を 避ける ため に 譲歩 を 余儀なく さ れ た 。	The government was forced to make concessions to avoid defeat .
1	政治 情勢 が 不安定 でし た 。	政治 状況 は 不安定 だっ た 。	The political situation was unstable .
1	教区 教会 は 、 バックグラウンド で はっきり と 見え まし た 。	教区 教会 は 、 バックグラウンド で はっきり 見え まし た 。	The parish church was clearly visible in the background .
1	教皇 ヨハネ・パウロ二世 は こう 書い て い ます 。	教皇 ヨハネ ・ パウロ 2 世 は こう 書い た ：	Pope John Paul II wrote :
1	多数 の ヒト および 動物 の 骨 も 同様 に 発見 さ れ まし た 。	数 多く の 人間 や 動物 の 骨 も 見つかっ た 。	Numerous human and animal bones were found as well .
1	新た な 証拠 は 示さ れ ませ ん でし た 。	新しい 証拠 は 明らか に さ れ なかっ た 。	No new evidence was revealed .
1	方法 は 以下 の 通り です ：	方法 は 次 の とおり です 。	The method is as follows :
0	300 人 以上 の 警察官 は 暴動 の 際 に けが を し まし た 。	暴動 中 に 300 人 以上 の 警察官 が 傷つい た 。	More than 300 police officers were hurt during the riot .
1	最も 人気 の ある 祭り の 一部 を 以下 に 示し ます 。	最も 人気 の ある お 祭り の いくつ か は 次 の とおり です ：	Some of the most popular festivals include :
1	最大 の 変化 は 、 エンジン に あり まし た 。	最も 大きな 変化 は エンジン に対する もの でし た 。	The biggest change was to the engine .
1	最初 の 2 つ の 製品 が この 地域 で 最も 重要 です 。	最初 の 2 つ の 製品 は 、 この 地域 で 最も 重要 です 。	The first two products are the most important in the region .
1	最初 の ロデオ は 、 2003 年 2 月 に 競技 場 で 開催 さ れ まし た 。	最初 の ロデオ は 2003 年 2 月 に スタジアム で 開催 さ れ まし た 。	The first rodeo was held in the stadium in February 2003 .
1	最初 の 法律 や 規制 は 、 16 世紀 と 17 世紀 に 公布 さ れ まし た 。	最初 の 法律 および 規則 は 16 世紀 および 17 世紀 に 公布 さ れ まし た 。	The first laws and regulations were promulgated in the 16th and 17th centuries .
1	望遠鏡 は 2003 年 春 に 完成 し まし た 。	望遠鏡 は 2003 年 の 春 に 完成 し まし た 。	The telescope was completed in the spring of 2003 .
0	リー は 、 6 週間 の 禁固刑 を 言い渡さ れ まし た 。	李 容疑 者 は 6 週間 の 懲役 刑 を 言い渡さ れ た 。	Lee was sentenced to six weeks ' imprisonment .
1	歌詞 は 、 曲 の オリジナル バージョン から 変更 さ れ ない まま です 。	歌詞 は 元 の バージョン の 曲 と 変わり ませ ん 。	The lyrics remain unchanged from the original version of the song .
1	正確 な 規則 は 、 参加 者 の 数 と 利用 可能 な スペース に 基づい て 異なり ます 。	正確 な ルール は 、 参加 者 の 数 と 利用 可能 な スペース に 基づい て 異なり ます 。	The exact rules will vary based on the number of participants and the available space .
1	名前 の 起源 について 歴史 家 の 間 で コンセンサス は あり ませ ん 。	歴史 家 の 中 に は 、 その 名前 の 由来 について の コンセンサス は ない 。	There is no consensus among historians about the origin of the name .
1	死 海 の 近く に いくつ か の 小さな コミュニティ が あり ます 。	死 海 の 近く に は いくつ か の 小さな コミュニティ が あり ます 。	There are several small communities near the Dead Sea .
1	残り の 人口 の ほとんど が 高齢 者 です 。	残り の 人口 の ほとんど は 高齢 者 です 。	Most of the remaining population is elderly .
0	50 人 以上 は 、 その 浸水 家屋 から 救出 さ れ まし た 。	水没 し た 家 から 50 人 以上 が 救助 さ れ た 。	More than 50 people were rescued from their flooded homes .
1	火 は わずか 9 分 で メイン スタンド を 破壊 し まし た 。	火災 は わずか 9 分 で メイン スタンド を 破壊 し た 。	The fire destroyed the main stand in just nine minutes .
1	爆弾 の 一つ が 爆発 し ませ ん でし た 。	爆弾 の 1 つ は 爆発 し なかっ た 。	One of the bombs did not explode .
1	今 で は 市内 で 二 番目 に 大きい 産業 です 。	現在 、 この 都市 で は 第 二 の 産業 と なっ て い ます 。	It is now the second largest industry in the city .
1	現在 の バージョン は 、 2004 年 に 採択 さ れ まし た 。	現在 の バージョン は 2004 年 に 採用 さ れ まし た 。	The current version was adopted in 2004 .
1	生存 者 の 総数 は 不明 です 。	生存 者 の 総数 は 不明 で ある 。	The total number of survivors is unknown .
0	どちら も 生物 学 的 および 環境 的 要因 が 役割 を 果たし て いる と 思わ れ ます 。	生物 学 的 および 環境 的 要因 の 両方 が 役割 を 果たす よう で ある 。	Both biological and environmental factors appear to play a role .
1	町 の 中心 部 に ある 多く の 建物 は 、 時代 の スタイル を 反映 し て い ます 。	町 の 中心 に ある 多く の 建物 は 時代 の 様式 を 反映 し て い ます 。	Many buildings in the center of the town reflect the style of the era .
0	イメージ が 明確 です 。	画像 は クリア です 。	The image is clear .
1	私 は 知ら ない 。	知り ませ ん 。	I do not know .
0	頭 が 回っ て い ます 。	私 の 頭 は 回転 し て いる 。	My head is spinning .
1	私 は これ に 同意 し ませ ん ...	私 は これ に 同意 し ない ...	I do not agree with this ...
1	それ は 信じ られ ない よ 。	私 は これ を 信じる こと が でき ない 。	I can not believe this .
1	私 は 実際 に 空中 を 飛行 し たかっ た です 。	私 は 本当に 空 を 飛び たい と 思っ て い まし た 。	I really wanted to fly through the air .
1	第 一 段階 は 、 スクリーニング 検査 です 。	第 一 段階 は スクリーニング テスト です 。	The first stage is the screening test .
1	米国 および 西欧	米国 と 西 ヨーロッパ	The United States and Western Europe
0	米国 は 1819 年 に スペイン から フロリダ を 獲得 し まし た 。	米国 は 1819 年 に スペイン から フロリダ を 買収 し た 。	The United States acquired Florida from Spain in 1819 .
1	米国 は 1867 年 に ロシア から アラスカ を 購入 し まし た 。	米国 は 1867 年 に ロシア から アラスカ を 購入 し た 。	The United States purchased Alaska from Russia in 1867 .
1	米国 の 西海岸 最大 の 都市 は ロサンゼルス です 。	米国 西海岸 で 最大 の 都市 は ロサンゼルス です 。	The largest city on the west coast of the United States is Los Angeles .
1	推定 40 万 人 は 、 リンカーン 記念 館 で の コンサート に 出席 し まし た 。	約 40 万 人 が リンカーン 記念 館 で の コンサート に 出席 し た 。	An estimated 400,000 people attended the concert at the Lincoln Memorial .
1	結果 は 以下 の 通り で あり ます ：	結果 は 次 の とおり です 。	The results are as follows :
1	結果 を 以下 の 表 に まとめ ます 。	結果 を 以下 の 表 に まとめる 。	The results are summarized in the table below .
1	緊急 の 状態 は メディナ や アラビア で 宣言 さ れ まし た 。	緊急 事態 が メデ ​​ ィナ と アラビア で 宣言 さ れ た 。	A state of emergency was declared in Medina and Arabia .
1	市 は 活気 に 満ち た 現代 アート シーン を 持っ て い ます 。	街 に は 活気 の ある 現代 アート シーン が あり ます 。	The city has a vibrant contemporary art scene .
1	複合 体 は 、 高い 壁 で 保護 さ れ て い ます 。	複合 体 は 高い 壁 によって 保護 さ れ て い ます 。	The complex is protected by high walls .
1	それ を 見つける の は 大変 でし た 。 	見つけ にくかっ た です 。 	It was hard to find . 
1	観光 は 今 重要 な 収入 源 です 。	観光 は 今や 重要 な 収入 源 です 。	Tourism is now an important source of income .
1	いずれ も 、 精神 疾患 の 病歴 を 有し て い ませ ん でし た 。	誰 も 精神病 の 病歴 は なかっ た 。	None had a history of mental illness .
1	車 は ラテンアメリカ の 他 の 市場 に 輸出 さ れ まし た 。	車 は ラテンアメリカ の 他 の 市場 に 輸出 さ れ た 。	The car was exported to other markets in Latin America .
0	軍 は  引き継ぎ ます 。	軍隊 が 引き継ぐ だろ う 。	The army will take over  .
1	また 、 輸出 収益 の 主要 な 源 です 。	輸出 収入 の 主要 な 源泉 で も あり ます 。	It is also a major source of export earning .
1	近隣 の カンボジア と ラオス の 共産 主義 の 勝利 は 、 同じ 年 に 発生 し まし た 。	近隣 の カンボジア と ラオス で の 共産党 の 勝利 は 同じ 年 に 発生 し た 。	Communist victories in neighboring Cambodia and Laos occurred in the same year .
1	遅延 は 長く は 続き ませ ん でし た 。	遅れ は 長続き し なかっ た 。	The delay did not last for long .
0	はるか 南 で は 、 冬 と 春 に その 葉 を 失う 落葉樹 が あり ます 。	遠い 南部 に は 、 冬 と 春 に 葉 を 失う 落葉樹 が あり ます 。	In the far south , there are deciduous trees that lose their leaves in winter and spring .
0	彼 の 選挙 の 時 に は 、 キム は 国民 議会 の 最年少 メンバー でし た 。	選挙 当時 、 金 議長 は 国会 の 最年少 メンバー だっ た 。	At the time of his election , Kim was the youngest member of the national assembly .
1	降雪 は 、 冬 の 間 は 一般 的 です 。	降雪 は 冬季 に よく 見 られ ます 。	Snowfall is common during the winter months .
0	電気 は ゴールデン バレー 電気 協会 によって 提供 さ れ て い ます 。	電力 は ゴールデン バレー 電気 協会 によって 提供 さ れ て い ます 。	Electricity is provided by the Golden Valley Electric Association .
1	風速 を 超え た 場合 に 、 塔 の 頂 部 は 、 安全 予防 措置 として 閉鎖 さ れ ます 。	風速 が 超過 する と 、 タワー の 上部 が 安全 対策 として 閉じ られ ます 。	If the wind speed exceeds , the top of the tower is closed as a safety precaution .
0	内閣 総理 大臣 は 、 国会 を 解散 する こと が でき ます 。	首相 は クネセト を 解散 さ せる かも しれ ない 。	The Prime Minister may dissolve the Knesset .
1	首相 は 、 各 総 選挙 の 後 に 共和 国 大統領 により 任命 さ れ ます 。	首相 は 各 総 選挙 の 後 、 共和 国 大統領 によって 任命 さ れる 。	The prime minister is appointed by the President of the Republic after each general election .
1	首相 は 大統領 によって 任命 さ れ ます 。	首相 は 大統領 によって 任命 さ れる 。	The prime minister is appointed by the president .
1	香港 国際 空港 は 、 香港 の 主要 な 空港 です 。	香港 国際 空港 は 香港 の 主要 空港 です 。	Hong Kong International Airport is the main airport in Hong Kong .
1	多く の 魚 や チップ ショップ も あり ます 。	魚 や チップ ショップ も 多く あり ます 。	There are also many fish and chip shops .
0	1994年 に 引退 を 表明 し た 。	3月1日 に 引退 を 表明 し た 。	
0	しかし 、 これ は 誤り で ある 。	しかし 、 これ は 嘘 で ある 。	
0	卒業 後 は 日本通運 に 入社 。	卒業 後 は バンダイ に 入社 。	
0	特技 は ダンス 、 ボクシング 。	特技 は 歌唱 、 ダンス 。	
0	匸部 （ け いぶ ） は 、 漢字 を 部首 により 分類 し た グループ の 一つ 。	部 （ て つぶ ） は 、 漢字 を 部首 により 分類 し た グループ の 一つ 。	
0	旧港 と も 呼ば れる 。	日興門流 と も 呼ば れる 。	
0	同年 、 家老 と なる 。	同年 尾張藩 家老 と なる 。	
0	1889年 （ 明治 22年 ） 町村制 の 施行 により 平貴村 大字 上条 と なる 。	1889年 （ 明治 22年 ） 町村制 施行 により 平塚 村 の 大字 と なる 。	
0	食性 は 植物 食 傾向 の 強い 雑食 で 、 植物 の 葉 、 根 、 果実 、 種子 、 昆虫 など を 食べる 。	食性 は 植物 食 傾向 の 強い 雑食 で 、 種子 、 プランクトン 、 昆虫 、 軟体動物 、 魚類 など を 食べる 。	
0	表示 は 以下 の 通り 。	経歴 は 以下 の 通り 。	
0	愛称 は 「 オパールズ 」 。	愛称 は 「 まさお 」 。	
0	ボルツァーノ自治県 西部 に 位置 する 。	荒川区 西部 に 位置 する 。	
0	現在 の 大垣市小野 など に 該当 する 。	現在 の 瑞穂市十九条 など に 該当 する 。	
0	鳴門市 の 南部 に 位置 する 。	東京都八王子市 の 南部 に 位置 する 。	
0	ミスターシービー は 日本 の 競走馬 。	シービークイン は 日本 の 競走馬 。	
0	これ が 時効 で ある 。	これ が 守護代 で ある 。	
0	これ が 日本海寒帯気団収束帯 で ある 。	これ が モンロー/ノイマン効果 で ある 。	
0	アメリカ領サモア の 空港 の 一覧 を 示す 。	シリア の 空港 の 一覧 を 示す 。	
0	これ が 餌付け で ある 。	これ が 耐性 で ある 。	
0	ターミナル と も 呼ば れる 。	ガイアス と も 呼ば れる 。	
0	北陸鉄道 が 運営 し て いる 。	オーエス が 運営 し て いる 。	
0	特定第3種漁港 に 指定 さ れ て いる 。	地方港湾 に 指定 さ れ て いる 。	
0	この 近似 に は 以下 の よう な 理由 が ある 。	それ に は 、 以下 の よう な 理由 が ある 。	
0	入団 時 の 成績 は 2 番 。	入団 時 の 成績 は 29 番 。	
0	カンボジア語 と も 呼ば れる 。	ABC分析 と も 呼ば れる 。	
0	腰巻 と も 呼ば れる 。	飛翔弾 と も 呼ば れる 。	
